userId,userName,userEmail,addressId,addressFull,postalCode,latitude,longitude,schoolId,schoolName,educationLevel,ppdbInfoId,academicYear,capacityZonasi,avgApplicantsZonasi,capacityPrestasi,avgApplicantsPrestasi,capacityAfirmasi,avgApplicantsAfirmasi,capacityPerpindahanOrtu,avgApplicantsPerpindahan,zoningRadiusKm,minAvgScorePrestasi
8418f638-1b9e-470c-86ac-600199393312,Admin SMP PGRI 5 Semarang,smppgri5semarang@yopmail.com,d7237fef-535a-420f-9b96-0deceff8ff74,"Wonolopo, Mijen, Semarang City, Central Java 50215, Indonesia",50215,-7.0567501,110.313179,c09920af-ddec-4df2-9fc9-46e9772c57db,SMP PGRI 5 Semarang,SMP,891dd56b-d3f8-4786-bd3e-e17bf27c0154,2024/2025,51,114,19,35,7,14,3,16,2.6,75.38
d95c8ddb-90e7-466c-96a0-586776883dd5,Admin SMP Negeri 42 Semarang,smpnegeri42semarang@yopmail.com,205985c9-889c-464b-8a5f-c0e6b90f29dc,"XF4J+XJX, Jl. Klipang Raya, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",50272,-7.0425017,110.4815971,b8e37082-c872-4a58-84c5-c05e1d6756b8,SMP Negeri 42 Semarang,SMP,e6da478c-71ea-4bd3-9bb8-0cbbd55e97e5,2024/2025,41,111,12,40,9,18,9,19,2.1,75.89
95bdf5ac-0d1f-4776-b7cd-253cd2df54ea,Admin SMP Kebon Dalem,smpkebondalem@yopmail.com,a47bb236-c9e6-4112-85ab-3dc1c3d75fb6,"XFC5+57X, Jl. Arum Sari Raya, Sambiroto, Kec. Tembalang, Kota Semarang, Jawa Tengah 50276, Indonesia",50276,-7.0295143,110.4582242,41b666f6-ec0b-40a0-ba23-8e77d860b4d2,SMP Kebon Dalem,SMP,1bb2a720-cc40-4253-8edc-aaa6e9c76344,2024/2025,55,119,13,34,5,28,7,14,2.9,78.96
c3b28af8-ab50-419b-b559-8b2e34b8a93a,Admin Yohanes XXIII Junior High School,yohanesxxiiijuniorhighschool@yopmail.com,495fe126-b3ec-4c02-9e23-ee2b038c852f,"Jl. Dr. Wahidin No.110, RT.6/RW.11, Kaliwiru, Kec. Candisari, Kota Semarang, Jawa Tengah 50253, Indonesia",50253,-7.022083599999999,110.4230397,82f91898-a8a7-452e-b4ba-bca80e34ba02,Yohanes XXIII Junior High School,SMP,e116e324-0409-4bb4-aa84-aa3ed8410516,2024/2025,57,126,6,41,5,20,3,19,1.2,84.54
0ace58d6-3da1-4dcc-9883-4fb9ec0356b6,Admin Junior High School 20 Semarang,juniorhighschool20semarang@yopmail.com,41ac375d-a63b-4f54-b405-bf5def0aa1be,"2FP9+R65, Jl. Kapas Utara Raya II, Gebangsari, Kec. Genuk, Kota Semarang, Jawa Tengah 50115, Indonesia",50115,-6.9629925,110.4681104,4c42009d-af92-4080-adc5-f78f91921fec,Junior High School 20 Semarang,SMP,d8d7a854-1aaa-4304-8374-8b0c5d80dfd2,2024/2025,49,147,18,33,11,29,6,11,2.9,85.64
027f2b3b-2b57-4cf7-824e-90086be332c0,Admin SMP Hasanuddin 6,smphasanuddin6@yopmail.com,06430d07-fd70-45cc-94c8-de591c263afe,"Jl. Tugurejo Raya No.KM. 9, Tugurejo, Kec. Tugu, Kota Semarang, Jawa Tengah 50151, Indonesia",50151,-6.9819282,110.3515372,49a73dfc-58cc-4604-96d6-b23a718b3fbb,SMP Hasanuddin 6,SMP,d5c09161-6379-4047-a8f7-8fbeae275dab,2024/2025,57,144,19,54,14,11,7,14,3.0,79.27
a9022e73-b205-437e-85a7-f89feba710b7,Admin SMP dan SMA Daniel Creative Semarang (DCS),smpdansmadanielcreativesemarang(dcs)@yopmail.com,f0744206-7eb7-4aae-8f46-e5398e335239,"Kompleks, Jl. Madukoro Raya Jl. Semarang Indah No.Kav. 3 Blok F, RW.4, Tawangmas, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50144, Indonesia",50144,-6.9638575,110.3993026,7570dde5-ee6a-4473-9b70-03b64006998e,SMP dan SMA Daniel Creative Semarang (DCS),SMP,2acfef6d-25e3-4d88-b9b5-bbf7c734ee7a,2024/2025,52,97,7,32,6,11,6,12,1.4,82.22
90a253bc-1fd2-482e-a00a-e96ea76f3efb,Admin SMA - SMK - SMP SETIABUDHI SEMARANG,sma-smk-smpsetiabudhisemarang@yopmail.com,c76706cb-38ed-42bc-ac82-b54caa618323,"Jl. Wr. Supratman No.37, Kalibanteng Kidul, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50149, Indonesia",50149,-6.989916,110.385248,edaf1abd-00b8-4268-9853-7743b348573e,SMA - SMK - SMP SETIABUDHI SEMARANG,SMP,e5e5d2eb-c502-4f22-b827-b17d9b25e194,2024/2025,35,131,16,21,6,29,5,15,2.2,81.63
1b694276-158c-4152-a077-7bfe7fcb3746,Admin Junior High School Marsudi Utami,juniorhighschoolmarsudiutami@yopmail.com,99cbe7a1-7e64-4ecf-80f2-7510cd871d29,"Jl. Untung Suropati No.9, Manyaran, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50147, Indonesia",50147,-7.0087151,110.385673,77621180-e0af-41f9-8479-5174d1a23307,Junior High School Marsudi Utami,SMP,e29b8944-77e6-41c9-b792-96c8d63fd190,2024/2025,55,95,9,49,15,29,6,9,1.0,78.68
53455217-d51e-4fe5-852f-9c7d246f995f,Admin SMP Negeri 8 Semarang,smpnegeri8semarang@yopmail.com,f9339b54-5eb2-44b3-9afa-d6cdfc9dad01,"Jl. Cinde Raya No.18, Jomblang, Kec. Candisari, Kota Semarang, Jawa Tengah 50256, Indonesia",50256,-7.0112354,110.4366138,b5592d1c-3958-4eb7-8e83-1f0cd41cf699,SMP Negeri 8 Semarang,SMP,29c9f43c-ecc5-46e8-89c3-d7cee754d7eb,2024/2025,32,150,7,35,13,20,9,7,1.1,82.0
ffae45d6-285e-4b89-9ffa-aba6ab89e775,Admin SD Negeri Gisikdrono 02,sdnegerigisikdrono02@yopmail.com,bd02c42a-727a-4b81-86af-c0ec6e85fccb,"JL. Kumudasmoro, 295Q+29G, Gisikdrono, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50149, Indonesia",50149,-6.992441,110.3884416,9fcb90b8-387c-4b19-b250-fd81caaf6085,SD Negeri Gisikdrono 02,SD,9cedd1c0-4415-4d19-9d72-ef004241e85c,2024/2025,58,137,19,23,5,30,6,9,2.3,86.3
ac1af914-9543-4233-af7f-61c8b08e730f,Admin Elementary School Hj. Isriati Baiturrahman 2,elementaryschoolhjisriatibaiturrahman2@yopmail.com,0adcd958-dc28-4f58-a582-0f8d547a1bf9,"Jl. Abdul Rahman Saleh No.285, Kalipancur, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50183, Indonesia",50183,-7.0100687,110.3780738,b4be5bb8-4ece-4d9f-8c60-cc31dce7625c,Elementary School Hj. Isriati Baiturrahman 2,SD,95f2ae69-78d1-4213-a74f-674f776721c2,2024/2025,44,114,18,29,15,25,10,7,1.1,75.23
190f864b-4afc-48b5-b402-3c6803e872a2,Admin SD Islam DaQu School Semarang,sdislamdaquschoolsemarang@yopmail.com,891a730e-3fd3-48cf-a464-1f97ca6f2093,"Jalan Dokter Cipto No.11, RW.05, Kebonagung, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50123, Indonesia",50123,-6.9718128,110.4336282,e5bd47c6-db53-4af1-bbcf-119c34a34cc0,SD Islam DaQu School Semarang,SD,a242cd86-8606-489e-ba34-8b49560facb5,2024/2025,51,116,17,39,7,18,7,14,2.3,79.26
8031ee12-a8cc-43a2-aafe-9c6ce4a963bb,Admin SD Islam Sultan Agung 01,sdislamsultanagung01@yopmail.com,c723dfd1-add7-478e-8aea-b4abaaa51b10,"2CHC+5W7, Jl. Pemuda, Bangunharjo, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50139, Indonesia",50139,-6.972093999999999,110.4223015,95ca3bde-49e3-4c85-afbd-780d3b78124a,SD Islam Sultan Agung 01,SD,12e9ea09-8bd5-405b-898e-655729db2cbb,2024/2025,50,140,6,44,6,29,10,17,2.1,70.93
85c5748f-e7ac-4611-83f6-b04a5db67d0a,Admin Semesta Bilingual Elementary School,semestabilingualelementaryschool@yopmail.com,ce71077c-4636-44fe-b4a7-0177d87f8f60,"Jl. Setia Budi No.116, Srondol Kulon, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50269, Indonesia",50269,-7.053972,110.4165911,f464e99a-10ab-41dc-99d5-ddecb04bfb74,Semesta Bilingual Elementary School,SD,427e0f3f-3584-4c47-b9d8-338eeccea8de,2024/2025,37,92,7,22,7,27,2,20,2.3,86.72
ceba970a-260b-41c4-abac-97828c5aa7e2,Admin SD MUHAMMADIYAH 07 SEMARANG,sdmuhammadiyah07semarang@yopmail.com,26e75be7-1337-428f-ab16-7ee018191409,"Jl. Pusponjolo Tengah II No.23, Cabean, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50141, Indonesia",50141,-6.982724,110.397798,1fa7eb4b-9cc6-48bb-a779-b01e2b8fb9a3,SD MUHAMMADIYAH 07 SEMARANG,SD,9c3eeed5-0471-4150-970b-e79d0ce4a64d,2024/2025,37,98,5,49,14,19,7,13,1.6,74.96
72eb59b9-4eb7-4df5-bf7f-69e8a6f956af,Admin Sekolah Dasar Islam Terpadu Al Qolam,sekolahdasarislamterpadualqolam@yopmail.com,0b191d1c-564f-4656-8d71-c9892da4ac97,"293X+2V8, Jl. Gedung Batu Tengah V, RT.1/RW.5, Ngemplak Simongan, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50148, Indonesia",50148,-6.9974519,110.3997003,fc960d44-10da-4348-b190-38ea182467e2,Sekolah Dasar Islam Terpadu Al Qolam,SD,880b2628-dfc9-405c-8bf1-dcfea91b9d1d,2024/2025,37,103,13,60,8,28,7,7,1.9,84.97
948b292d-c4a3-4db0-8cae-9ae3abd261a2,Admin State Primary School Kalibanteng Kidul 02,stateprimaryschoolkalibantengkidul02@yopmail.com,ac30327a-177d-4d0f-b937-087ca992416a,"Jl. Taman Sri Rejeki Timur III No.01, Kalibanteng Kidul, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50149, Indonesia",50149,-6.995009,110.38082620000002,9565bcc0-c414-44ff-b711-7587e6f21c51,State Primary School Kalibanteng Kidul 02,SD,38a47a19-3d60-4b4c-a3eb-5d91386cd01b,2024/2025,48,91,5,15,5,30,7,10,1.4,74.11
372b929b-9838-4a84-8744-b4f7884c75b9,Admin Sekolah Dasar Miroto 01,sekolahdasarmiroto01@yopmail.com,577cfd67-dff0-434a-be75-eaf50f754f3c,"Jl. Seteran Utara No.17, Miroto, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134, Indonesia",50134,-6.983188900000001,110.419897,981232ea-184a-4d24-9ce2-837e2fc0d6fd,Sekolah Dasar Miroto 01,SD,27fcaa8f-e660-4a07-a183-9c24c8d3f2c8,2024/2025,56,93,17,31,8,29,9,9,2.1,87.0
62bdd59e-5366-42fb-8b01-b851abc2a3bf,Admin Sekolah Dasar Negeri Lamper Tengah 01,sekolahdasarnegerilampertengah01@yopmail.com,f2a823ba-335b-4027-9681-ad6865bab4aa,"XCWR+5XQ, Jl. Kedondong Dalam VI, Lamper Tengah, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50248, Indonesia",50248,-7.0045411,110.4424754,9cfc43d0-4549-4b18-8788-0d5c182f42a7,Sekolah Dasar Negeri Lamper Tengah 01,SD,ae2dad97-1c2d-48af-99e7-5789e130c6f6,2024/2025,47,81,8,33,14,25,6,19,2.8,70.47
7de6326f-1297-4e49-8cfd-ce3130574b00,Admin SD Supriyadi,sdsupriyadi@yopmail.com,8923b4b6-7b47-4044-a5a1-c049c6c30bb2,"Jl. Supriyadi No.7-11, Kalicari, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50198, Indonesia",50198,-7.0040084,110.4551166,62b56348-42bc-41f9-8025-d0ad9f4a7b41,SD Supriyadi,SD,34ade92e-182a-44c4-9fdb-8d54dc98f6c0,2024/2025,45,111,6,30,11,20,5,10,2.5,71.22
2c3eabff-a868-4889-bdb6-96ab5c245520,Admin SD Islam Al Huda,sdislamalhuda@yopmail.com,cc60fb1e-e65d-4715-b86b-5686f60343ed,"Jl. Tumpang Raya No.103a, Petompon, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50237, Indonesia",50237,-7.0051633,110.3981141,cf2fea1f-d638-4a14-8932-31b0a64637f9,SD Islam Al Huda,SD,494eaf47-51a7-4ccd-887e-2b3e862355e5,2024/2025,30,93,20,28,6,22,3,11,2.6,89.35
8715ed09-3418-40ae-ad98-527db8662354,Admin Nasima Elementary School,nasimaelementaryschool@yopmail.com,22779e4e-994c-4b23-b37e-680046e9f7db,"Jl. Puspanjolo Selatan No.53, Bojongsalaman, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50141, Indonesia",50141,-6.9867153,110.3992632,b400de15-2839-455b-b845-1f93ef21df1d,Nasima Elementary School,SD,e645c0eb-f456-47b2-aca9-21b5cd6fa877,2024/2025,44,92,13,22,11,13,8,17,3.0,79.5
e37cc19a-7974-463b-b488-86682d0ee24d,Admin Integrated Islamic Elementary School Bunayya,integratedislamicelementaryschoolbunayya@yopmail.com,5aabb679-4fac-40c0-99e4-95ad6771e354,"Jl. Jangli Krajan No.27 blok E, Karanganyar Gn., Kec. Candisari, Kota Semarang, Jawa Tengah 50255, Indonesia",50255,-7.0285701,110.4308627,b27c8935-575b-4145-ba31-6b8d6a6e5bf0,Integrated Islamic Elementary School Bunayya,SD,8c12b5ce-2316-4f9f-87bc-c776f1352943,2024/2025,39,132,16,21,9,18,6,18,2.2,87.18
bf5fe966-6af8-49f7-8b3f-879e11d3b9e7,"Admin St Joseph Catholic Elementary School, Peterongan",stjosephcatholicelementaryschoolpeterongan@yopmail.com,8db11fda-940e-4295-ae21-e86d6e54f9f0,"Jl. Mataram No.874, Peterongan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50241, Indonesia",50241,-6.996168099999999,110.4326968,471560cf-e45a-4ae1-82ee-8870a64c3300,"St Joseph Catholic Elementary School, Peterongan",SD,44d41c4a-2ff8-44bb-9221-2f7846b4aab1,2024/2025,55,96,12,33,10,12,4,10,2.2,74.44
9bcdb20c-dc94-4fac-967a-b5e94a5a217b,Admin Islamic Primary School Tunas Harapan,islamicprimaryschooltunasharapan@yopmail.com,90d82bc7-d3a6-48b1-8527-8a84e2ce234e,"Jl. Tulus Harapan No.1, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",50272,-7.0353977,110.4720548,af57e4a4-e30f-46e3-9d17-bd21e69c50cb,Islamic Primary School Tunas Harapan,SD,a3b8ce7b-882d-4391-ab7a-a9704fa6ce31,2024/2025,33,118,12,58,5,19,4,11,2.2,85.07
da488d10-8df0-4596-bbbd-3da2238215bd,Admin SD Kusuma Bhakti,sdkusumabhakti@yopmail.com,e5c399d7-b0d9-40ca-8364-da340356b1c7,"Jl. Kebonharjo Raya RT 01/RW 07, Semarang Utara, Jl. Kebonharjo Raya Gang Rajawali No.1, RT.10/RW.6, Tj. Mas, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50174, Indonesia",50174,-6.959056599999999,110.4293043,546e7947-20b0-49e5-895f-4c70ed1dee20,SD Kusuma Bhakti,SD,b56a7c3a-2833-41ae-be17-7d7fbf4199e1,2024/2025,47,85,10,25,13,25,8,5,1.2,89.71
ae54ec7c-ab31-438d-bf12-9ff648f67086,Admin Sambiroto 01 State Elementary School,sambiroto01stateelementaryschool@yopmail.com,dc6105d0-553a-4b0d-9b13-eb6e87c2c551,"XFF5+GW4, Jl. Sambiroto Raya, Sambiroto, Kec. Tembalang, Kota Semarang, Jawa Tengah 50276, Indonesia",50276,-7.026246,110.4598298,fdac6cea-2035-46ed-b5a2-839745b5fffd,Sambiroto 01 State Elementary School,SD,09f7b335-e04e-40e9-90b9-f8b12a57b0cd,2024/2025,41,123,19,31,7,23,3,14,1.0,85.32
34b6d221-ebb3-4730-a935-7dacb106709b,Admin SD Kanisius Pekunden Leadership School,sdkanisiuspekundenleadershipschool@yopmail.com,69bf87f0-627f-474f-b5aa-ca8d67edc03c,"Jl. Pekunden Dalam No.568, Miroto, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134, Indonesia",50134,-6.984817199999999,110.4148089,384ae7de-8363-417e-85e1-113aafd9bc28,SD Kanisius Pekunden Leadership School,SD,eda90b82-6380-43c9-9263-14595d8ad221,2024/2025,45,141,12,60,9,12,2,12,2.8,71.15
719db523-9a3c-4006-aa50-6dc6cb87c4d7,Admin SD Islam Terpadu Bina Amal,sdislamterpadubinaamal@yopmail.com,d5645ac4-790d-4020-8e53-5819f19c8479,"2C47+8P7, Jl. Kyai Saleh, Mugassari, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50243, Indonesia",50243,-6.994219299999999,110.4142846,f21249d7-efbc-4d5b-8397-ac3e0582503c,SD Islam Terpadu Bina Amal,SD,91ecb8de-948b-44d2-a34e-04936fca2896,2024/2025,39,82,5,35,12,16,4,14,2.1,75.48
522927b4-5386-4aa3-a113-eedd6a170146,Admin Sekolah Dasar Islam Bilingual Annisa,sekolahdasarislambilingualannisa@yopmail.com,100f92e0-86ab-4b35-ad7f-98d134c9c98e,"Jl. Abimanyu Raya No.17-19, Pindrikan Lor, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50131, Indonesia",50131,-6.9774653,110.4100521,693b1763-403b-4cd8-852f-045a8f96e2fb,Sekolah Dasar Islam Bilingual Annisa,SD,fbff91c5-1be0-47e1-a943-a272ef327e5f,2024/2025,53,134,19,33,10,29,2,15,2.3,76.55
f528929d-5f52-4b50-9186-0acc08182778,Admin Elementary School Pekunden,elementaryschoolpekunden@yopmail.com,a658beaa-b6be-4211-bd70-dc910fff8e8e,"Jl. Taman Pekunden No.9, RT.3/RW.3, Pekunden, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134, Indonesia",50134,-6.986550299999999,110.4187377,34f1cfd4-30f3-423c-b97d-326b81393bad,Elementary School Pekunden,SD,4ef2d325-7fa5-4bed-b6b6-84d5397883d0,2024/2025,48,145,14,22,8,30,9,12,1.8,82.35
657a743a-3824-4628-8d14-b64ffc577726,Admin SD Darussalam Semarang,sddarussalamsemarang@yopmail.com,f181973f-c9bb-4baf-be10-0d8b99c9ed3c,"X9XG+F26, Kembangarum, Semarang Barat, Semarang City, Central Java 50183, Indonesia",50183,-7.001342999999999,110.375029,130678ee-7d84-4ff6-8725-7ac266f6ecc6,SD Darussalam Semarang,SD,7ee62456-c131-490d-ac1f-2a0c04e6273d,2024/2025,55,149,8,15,5,22,10,20,2.3,73.16
e323bc23-1414-4b26-b1a5-40ddc0a836f2,Admin SD IT Harapan Bunda Semarang,sditharapanbundasemarang@yopmail.com,e7631af3-d3c9-4406-9526-89ed60282353,"Penggaron Kidul, Pedurungan, Semarang City, Central Java 50194, Indonesia",50194,-7.0123832,110.4887621,f4e7f800-7937-4b34-91b6-96ac13504c21,SD IT Harapan Bunda Semarang,SD,daf403ae-bc31-4666-acc1-e24407d54c84,2024/2025,52,97,16,15,11,20,5,5,2.4,84.03
ef758cbc-f83c-426a-a9a4-1a9518b48672,Admin SD Islam Diponegoro,sdislamdiponegoro@yopmail.com,f486a968-c1f6-41cc-b9b2-8c5556c2ff2f,"Jl. Jatimulyo No.19, Pedalangan, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50268, Indonesia",50268,-7.0545025,110.4319736,d3d371df-8da2-40c6-a357-68fdecbb426f,SD Islam Diponegoro,SD,88a3c403-a583-40d3-877b-6e0376f180c2,2024/2025,33,88,14,28,12,30,2,15,2.0,83.46
7a33bb9e-b3b8-4516-8b7f-1499101d795c,Admin SD Islam Al Azhar 25,sdislamalazhar25@yopmail.com,5711e2e9-8aa3-4fbf-bce9-60879b597a5b,"Jl. Wr. Supratman No.Kav. 31-32, Gisikdrono, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50145, Indonesia",50145,-6.9857853,110.3852775,fcf46001-db2d-4eb4-92c7-bacea46c4486,SD Islam Al Azhar 25,SD,5181ba0a-20c0-4e46-80ac-df5c95962e09,2024/2025,58,109,8,45,10,25,6,19,2.3,81.09
08bd2583-cd8a-44e3-a6bd-1a0465964be0,Admin Champion Elementary School Semarang,championelementaryschoolsemarang@yopmail.com,880a7a15-ebec-4802-bc11-c84b5f17e191,"Jl. Pucung, RT.02/RW.09, Plamongan Sari, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50198, Indonesia",50198,-7.0246302,110.4838643,98d3ca67-7f60-487c-b8d3-5aae25499074,Champion Elementary School Semarang,SD,088e64e9-15d9-4fdf-843a-904a71c672c8,2024/2025,52,101,17,33,6,26,8,9,2.3,78.34
39aca221-bfcb-4837-8f24-f46da376b8b3,Admin SD Marsudirini,sdmarsudirini@yopmail.com,51e8ed7c-aa69-4124-aeba-119778fecca4,"Jl. Pemuda No.157, Sekayu, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50132, Indonesia",50132,-6.981579699999999,110.411623,bbd41646-2770-4c39-8ac5-79aca1d61c14,SD Marsudirini,SD,9f422dfe-a05c-40f0-8187-5a82088cb8ea,2024/2025,55,115,6,50,6,16,5,17,1.7,79.32
dac5ae91-23ef-4a71-9b81-3d4ec67052f6,Admin Islamic Primary School Primadana Semarang,islamicprimaryschoolprimadanasemarang@yopmail.com,0c103349-f9ff-4019-97fa-8a4bd73d333d,"Jl. Singa Utara No.40, Kalicari, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50198, Indonesia",50198,-7.0001571,110.4589113,08244bb5-07b5-4ac6-b729-ca0a65a54977,Islamic Primary School Primadana Semarang,SD,e49d599f-f1b0-4f3c-a8b1-5721ac423051,2024/2025,54,138,12,16,7,19,9,9,2.4,83.07
